HEIGHT,PCT_TREE,NDVI_DELTA,NPP,PRECIP_ANN,TEMP_MEAN,TEMP_SDEV,PRECIP_CV,CTI,ELEV,LC_TYPE,X,Y,NCBD_30M
0,45,0.04806,3869,504,6,8170,31,580,2370,1,-114.710926087847,43.7526788952413,105
20,64,-0.02523,4213,511,6,8093,26,264,2274,1,-115.010106920494,44.4391577048702,103
20,44,0.20867,4220,461,6,8545,15,357,2353,1,-110.319831888343,43.2909945385783,67
22,60,0.08069,4906,775,6,7524,20,272,1910,1,-114.70349563234,48.8948443777321,78
21,61,0.05763,5421,763,6,7386,22,236,3233,1,-106.422565023221,37.5400501374342,143
22,48,0.07782,5513,459,6,7618,30,382,2341,1,-113.115328766314,46.0242759771109,109
20,59,0.09896,5917,532,6,7965,10,255,2949,1,-106.84813559845,39.9648781724931,180
22,68,-0.12687,5947,588,6,7454,35,288,1829,1,-120.012117283105,48.5371572210948,141
0,1,0.02914,54470,870,6,5319,67,220,3197,10,-119.398715408421,37.6283214199901,193
17,10,0.11399,2297,546,7,7833,30,315,2540,6,-107.080912887824,44.5447382881904,111
16,28,0.13248,2591,634,7,8914,17,445,2222,14,-111.018812446102,44.804402575896,40
0,9,0.11026,2627,563,7,8052,36,249,2243,10,-115.270108087488,43.7429645266226,74
0,41,0.03251,2777,415,7,8384,14,525,2439,10,-110.414289743811,42.9360375740921,153
0,35,0.01796,3421,589,7,7697,22,191,2124,1,-115.034138145317,45.091086207822,25
18,28,0.04179,3565,458,7,8211,14,222,2475,1,-110.144529805512,43.5706782419013,133
0,32,-0.05336,3668,1457,7,6502,56,331,1813,1,-121.033600277541,48.2365795649541,273
18,46,0.05454,4571,679,7,6960,39,233,2143,1,-118.119014211464,44.8089662632142,68
22,64,0.07956,4879,553,7,7596,19,269,2167,1,-114.625414161087,45.4953723460348,100
20,55,0.10336,4995,670,7,7415,35,239,2343,1,-110.197603871904,46.7070087687432,116
0,2,-0.00123,45667,411,7,8225,19,233,2375,10,-114.207852829101,44.0718026350644,0
0,6,0.05938,1343,604,8,7985,18,279,2718,10,-111.678142082895,41.9238827236686,57
12,3,0.06107,2095,422,8,7536,30,328,2663,10,-109.101865137222,43.6034967214313,7
0,40,0.03879,3242,358,8,8288,30,408,2469,1,-113.469480336917,44.4968429325676,76
16,2,0.02805,3315,728,8,7402,19,263,3154,10,-109.180496037413,38.5011029780348,88
22,38,0.0879,3637,632,8,7790,37,223,2194,10,-115.741517882419,44.179658681094,65
24,57,0.03878,3906,1298,8,6529,52,408,1449,10,-121.13720246661,48.5881853293738,29
23,58,0.06896,4054,574,8,8492,18,506,2385,1,-110.989993640122,43.503508199586,163
22,51,0.05842,4353,655,8,7367,20,241,2149,1,-113.855792257344,47.0895293003797,99
23,55,0.02711,4362,835,8,7181,23,243,3252,1,-106.544147961623,37.23092243577,100
22,43,0.12897,4406,431,8,7747,19,504,2482,8,-109.8284741881,43.7374023675064,101
23,53,0.04554,4556,534,8,7369,21,151,2110,1,-113.726846085763,46.4856641936277,91
20,49,0.02149,4709,419,8,7706,27,256,2167,1,-113.720881473107,45.6862182772941,104
19,46,0.10068,4738,474,8,8750,18,306,2323,1,-112.045396415215,44.4976680240818,150
21,55,0.03216,5316,562,8,7544,13,429,2921,1,-106.301557959976,41.1745848251186,176
19,54,0.00991,5834,518,8,8019,11,325,2909,1,-106.518717067749,40.0377343085223,130
12,5,0.0716,1884,703,9,7524,20,171,2033,10,-113.60224280275,48.5793425077196,73
18,12,0.10049,1895,707,9,7389,20,310,2077,1,-113.853718500966,47.3748819569574,109
0,3,0.04887,2061,385,9,8565,25,338,2502,10,-112.816950407484,44.2997132875952,38
18,21,0.04839,2327,363,9,8863,13,637,2466,6,-110.555843771654,42.3880484955369,41
0,4,0.04582,2421,346,9,8884,14,271,2488,12,-110.478223186931,42.2879324614903,59
0,6,0.03516,2504,571,9,7376,19,183,1960,12,-114.545682305965,46.0787389052669,33
14,5,0.07125,2570,554,9,8517,18,236,2207,14,-110.513021401468,44.9434782330107,34
23,52,0.0582,3244,389,9,8779,11,396,2518,7,-110.714026296566,42.3542602718322,134
24,50,0.00725,3736,587,9,6855,37,271,2260,1,-118.697017414285,44.2998806340102,0
21,52,0.01744,3861,641,9,8167,19,534,2493,1,-110.699593884201,45.2420801441918,42
21,45,0.06474,3861,431,9,8632,11,299,2423,1,-110.830771790455,42.4595319531068,142
18,16,0.06491,3865,557,9,7702,30,260,2249,1,-112.034584455277,45.9982976087556,41
18,9,0.0728,3931,538,9,7974,9,564,2929,14,-107.056096548157,39.9391006305153,64
24,61,0.10492,4444,772,9,7263,20,240,3161,1,-108.247531450473,37.9143831362504,136
25,62,0.04191,4567,354,9,8216,30,464,2505,1,-113.560269391144,44.6177302663639,93
0,35,0.08566,4671,620,9,7361,24,203,2127,1,-112.865046876053,47.5572868261116,62
20,56,0.04887,4744,382,9,7816,37,452,2325,1,-113.217943940551,45.4551928135224,53
21,58,0.03015,4903,362,9,7957,35,298,2332,1,-113.398037565646,45.0702045363302,72
22,53,0.03775,5764,585,9,7479,23,153,3124,1,-105.56161069448,39.6163405502758,83
22,57,0.01971,6027,684,9,6948,37,273,3263,1,-105.247713764256,36.8157760278323,136
13,2,0.06559,1128,586,10,7172,21,233,2911,10,-115.418760886321,40.5045737250454,0
9,2,0.05177,1806,387,10,8412,29,339,2369,10,-112.732349535491,44.564203495626,90
11,2,-0.02427,2523,485,10,7847,27,771,3002,10,-105.837974847824,39.4032409632272,85
0,9,0.03687,2813,442,10,8487,21,327,2323,12,-112.219845694861,44.721857434856,19
20,29,0.02125,3128,541,10,8174,15,188,2475,7,-111.577236942148,42.3285252339216,54
25,46,0.0071,3564,587,10,7568,39,396,3176,8,-105.173177134874,37.9952368717246,165
21,31,0.08459,4166,679,10,7409,20,154,1995,1,-113.827373173732,47.2443042298266,72
23,67,-0.03002,4418,684,10,7787,22,163,2364,1,-110.45602234337,45.5360719126046,148
17,9,0.02239,4497,449,10,8143,41,234,3051,12,-105.758932458447,38.5453374305894,79
18,39,9E-05,4511,470,10,8436,14,183,3026,10,-107.019862665089,39.1657139256999,163
18,28,0.03584,4707,529,10,8917,19,185,2887,10,-106.911353945128,38.8933617467799,81
20,65,-0.00148,5209,388,10,7817,30,268,2231,1,-113.656492036591,45.4758489891907,94
24,68,0.01429,5873,614,10,7486,32,290,2316,1,-111.326569076894,46.5333595238291,107
18,1,0.09573,1157,783,11,5521,64,262,3085,10,-119.354134189919,37.8392697993095,196
0,2,-0.00931,1689,416,11,8288,46,413,2969,10,-105.73003466332,38.7949733749091,0
18,7,0.01197,1836,482,11,8658,26,288,2860,10,-107.055512750786,38.1222345389501,105
16,5,0.03899,2947,471,11,7857,33,360,2963,9,-105.721308809096,39.3450149834094,68
19,36,0.03969,3173,377,11,8736,10,238,2468,12,-110.773078373479,42.052514127625,57
20,32,0.02352,3399,607,11,8272,19,567,2258,10,-110.116652578131,45.0971436247555,0
20,45,0.05842,3686,385,11,8423,21,311,2686,10,-108.834318642599,42.6483650818405,91
19,35,0.15941,4465,658,11,8992,25,468,2165,1,-111.186065791116,44.2987257087993,73
20,55,0.04169,4525,638,11,7774,36,206,2114,1,-115.786540298416,44.2719792236028,62
0,58,0.05215,4700,528,11,7633,19,192,2162,1,-114.529239864454,45.5485996126111,119
18,44,0.01697,4771,554,11,7977,8,317,2849,1,-107.048786090912,40.7807593863614,112
20,45,0.02283,4846,651,11,8918,24,390,2189,1,-110.919640056962,44.0912690172356,117
23,62,-0.00345,5138,386,11,7828,37,309,2287,1,-113.147282905532,45.5666707293626,110
20,73,0.14758,5603,1230,11,10423,14,333,950,5,-68.9229166336128,45.9532466082179,0
23,73,0.00113,5743,750,11,7628,19,277,1767,1,-114.602335349657,48.9802795283515,122
20,64,0.03019,5786,472,11,8027,15,415,2969,1,-106.374750259311,39.6615174077057,151
20,49,0.09587,5797,558,11,7981,11,469,2818,1,-106.177208886874,40.3923184546711,149
17,2,0.1042,840,415,12,6504,16,226,3099,7,-117.374564681068,38.8615111425273,56
0,1,0.0659,1238,372,12,8272,20,272,2273,10,-114.186757018082,44.3172595111558,0
17,28,0.026,2445,598,12,7697,16,161,3026,10,-111.492963327553,39.2979461076245,80
0,4,0.11551,2635,719,12,7812,24,287,2814,10,-111.14503104553,40.3464564060485,104
20,23,0.08139,3079,560,12,8062,39,215,2215,10,-115.366159007266,43.5746511440452,52
0,4,0.06503,3285,697,12,5456,63,227,3386,7,-118.348520208404,36.5650205605586,43
21,46,0.03489,3301,659,12,7570,22,232,2060,1,-113.154742836341,48.3023555165853,76
0,37,0.07155,4095,622,12,7806,34,292,2175,1,-115.658865409396,44.4208453401598,67
19,15,0.18278,4146,611,12,8910,26,325,2185,1,-110.565966731861,43.9262650248195,57
24,62,0.06366,4231,539,12,8858,22,607,2272,10,-110.507608547812,43.6300466520158,107
22,52,0.0951,4489,396,12,7548,28,240,2550,1,-109.583930428338,43.6659106867879,115
22,55,0.03897,4958,779,12,6906,27,389,3193,1,-106.319320149366,36.6013620185269,123
22,58,-0.0384,5443,756,12,7539,23,230,3053,1,-106.670367959089,37.565704332182,149
22,54,0.0424,5467,669,12,8270,19,405,2184,1,-111.011955535687,45.2840949339745,106
23,67,0.02465,5667,1090,12,7013,55,288,1747,1,-120.678402974508,48.2200777880681,229
0,2,-0.0729,54527,1679,12,5693,61,268,2312,15,-121.765810800702,44.1209798407318,8
10,3,0.03179,1941,301,13,9306,21,506,2215,10,-110.238671820893,42.6504032479741,0
17,7,0.03152,2087,463,13,8475,17,212,2893,10,-107.288753023747,38.8568761167247,105
0,3,0.06064,2284,356,13,7851,37,283,2211,10,-113.339472588476,45.3661247932962,37
21,52,0.0205,2533,373,13,8705,23,216,2348,1,-112.972787257625,44.0540001055713,92
17,19,0.0085,2979,690,13,7536,19,208,1923,5,-113.706572437596,48.6891242656548,63
0,7,0.04466,3151,648,13,7551,25,420,2029,1,-115.204912216047,45.3249495656334,51
23,33,0.12617,3193,694,13,7310,23,215,1921,10,-115.144679146527,46.2304861140928,104
17,30,0.14996,3221,598,13,8953,17,523,2161,10,-110.979723070403,44.7782522155807,34
19,53,-0.01564,3371,522,13,7932,10,419,3039,1,-110.442285920926,40.6813527323799,183
17,14,-0.02339,3823,629,13,8266,19,233,2233,10,-110.800009944651,45.2203987447938,58
0,58,0.02226,4161,457,13,7499,26,293,2083,1,-113.662032228208,46.1500962389592,120
24,48,0.16656,5127,720,13,7305,24,336,1872,1,-115.231297503868,46.2778381545359,128
22,56,0.07299,5181,515,13,7672,19,285,2050,1,-114.504966313044,45.5098044525164,119
23,72,0.00607,5287,743,13,7630,23,246,3186,1,-106.821350588262,37.5563202778338,142
23,64,0.02565,5527,574,13,7472,19,169,1958,1,-114.69277850598,45.8278618528665,132
0,57,0.09354,5567,452,13,7588,25,308,2063,1,-113.867576436214,45.9543831648371,82
24,68,0.00309,5779,746,13,7634,20,262,1792,1,-114.605222414646,48.9663189179914,78
14,4,0.05564,1382,634,14,7064,25,305,3154,7,-112.807394584695,37.6328532826549,19
17,3,0.01628,1749,558,14,7252,16,166,2852,10,-114.899964243612,39.9626990380967,109
16,3,0.05166,1799,434,14,8419,22,289,2376,6,-113.810858733264,43.5610023191725,22
9,4,0.05135,2284,384,14,8574,28,447,2349,10,-112.540887298324,44.5229254252079,4
14,10,0.0453,2436,393,14,7507,31,406,2578,8,-109.318345148033,43.6198162007228,18
17,11,0.04388,2699,432,14,8973,23,476,2789,10,-106.557433866319,38.4981855223618,76
24,29,0.00294,3202,683,14,7556,20,173,1930,10,-113.659645544323,48.6881476866552,94
19,25,0.03709,3740,514,14,8388,18,288,2800,12,-107.410858595357,38.5209278147318,86
19,47,0.06411,3985,518,14,8336,28,781,2988,1,-107.31004723966,37.9302454832321,146
21,41,0.0976,4038,526,14,8620,18,217,2202,10,-110.864800152063,43.3141500708673,64
18,52,0.06233,4232,474,14,8036,8,555,2897,1,-110.399998067272,40.9471505278427,83
24,67,0.11682,4692,770,14,7674,22,253,1817,1,-114.878264713181,48.9300813707199,100
0,42,0.14556,4702,624,14,7402,20,297,2100,1,-113.249585152261,47.2502863568924,106
23,69,0.04808,5053,458,14,7734,21,323,2048,1,-114.198723757414,45.5180214071219,163
26,66,0.04043,5150,594,14,7373,20,234,1983,1,-114.701763929261,46.4403331788588,78
22,54,0.2046,5196,582,14,9041,26,324,2166,1,-111.576827783025,44.3561080683199,123
21,69,-0.0199,5207,509,14,7904,31,221,2469,1,-112.089643502634,45.5180426057583,74
25,57,-0.03086,5651,569,14,6809,36,231,2062,1,-118.865259754687,44.3377574713079,72
22,63,0.03643,5715,491,14,7762,32,188,2193,1,-112.378321341742,46.2067226561703,37
0,0,0.1152,65535,2880,14,4466,58,151,1711,15,-123.683365091083,47.7829923932703,13
0,2,0.01966,1508,409,15,8225,24,415,2866,10,-106.326462259534,39.1488639999223,5
13,3,0.11011,1793,590,15,9017,25,428,2117,10,-110.672485111711,43.7767451145464,20
22,30,-0.00101,1870,1299,15,6701,56,219,1611,1,-121.005145660462,48.4123492074883,54
0,30,0.10705,2323,558,15,8115,36,326,2076,10,-115.387729568691,43.9886037003085,81
18,23,0.07691,3940,619,15,7469,37,396,2242,1,-110.582512278675,46.7452666475271,109
0,13,0.02902,3943,659,15,7603,32,167,1945,1,-115.714903083358,44.7722441375391,9
16,21,0.1107,4106,891,15,7501,32,285,1749,1,-115.785552701067,48.5211535854679,129
0,36,0.0177,4279,619,15,7841,35,190,2026,1,-115.717562151649,44.3290463268265,57
22,62,-0.03587,4325,591,15,7910,33,242,2045,1,-115.549930287844,44.4004297182885,81
25,45,0.02335,4376,534,15,7387,20,217,2118,1,-114.42017740494,46.1673683219663,116
24,60,-0.01028,4760,455,15,7969,19,260,2227,1,-114.509122214028,45.0281342669926,124
22,62,0.09806,5073,572,15,7801,24,191,2043,1,-115.101726059788,45.0095073401472,122
26,58,0.1197,5422,742,15,7394,28,281,1871,1,-115.514890678743,45.5531693337981,168
23,62,0.09259,5943,391,15,7759,34,267,2107,1,-113.372156620037,45.8871363375362,59
0,0,0.01319,984,243,16,9639,31,705,2207,10,-109.928091269829,42.4019583786812,0
12,6,-0.01846,2523,594,16,7966,16,194,2853,10,-111.322354574817,39.624344503972,61
0,3,-0.01938,2544,537,16,7597,27,370,2372,10,-109.306623647867,44.6239377824591,3
11,4,0.02524,2816,269,16,9498,27,483,2148,10,-110.035590256839,42.706957045171,0
0,31,0.10694,2981,690,16,7471,22,278,2096,1,-113.858518431459,47.3586125107197,109
20,41,0.06614,3201,614,16,7877,18,298,2823,1,-110.90306293779,40.5389916603879,127
14,6,0.06659,3264,460,16,9126,18,512,2694,10,-107.040224622657,38.6959107048477,76
18,9,0.02843,3558,343,16,8668,26,380,2337,1,-113.314107402388,44.0924896208417,0
21,53,0.07154,3755,524,16,7347,24,514,3091,7,-111.618695759264,38.0409778691912,114
18,34,0.1648,4618,508,16,9064,25,381,2136,1,-111.746654799509,44.4915933598948,0
21,51,0.07224,4683,771,16,7344,23,227,3023,1,-106.722955974267,37.1355734784783,143
23,65,-0.02186,4940,401,16,7863,39,312,2245,1,-112.855571906463,45.7302005888877,90
18,30,0.02913,5139,582,16,7399,27,237,2061,1,-112.700143166916,47.5206182043,71
26,67,-0.00072,5555,646,16,7453,23,210,1965,1,-115.030530042225,45.8130411759119,91
28,73,-0.01004,5644,546,16,7541,20,177,3042,1,-105.695758033462,39.6848942708467,134
29,73,0.09282,5749,749,16,7365,27,301,1798,1,-115.458752812057,45.7309250269263,144
20,40,0.03422,5894,586,16,7323,20,352,2854,8,-105.550185811379,39.7872691077171,135
22,64,0.04557,5996,458,16,7802,34,286,2132,1,-112.579755551011,46.1835849585024,121
24,72,0.05573,6338,489,16,7706,37,266,2905,1,-105.535106456926,39.3916714202313,102
16,57,0.13032,6446,1212,16,9962,17,264,799,5,-71.2332490032123,45.1917557024915,0
18,62,0.18976,6490,1159,16,10003,17,317,807,5,-70.8114024517269,45.2661757318851,0
21,36,-0.01351,11315,1295,16,6514,52,98,1595,1,-121.258189724317,48.7250028778268,19
0,0,0.01124,979,238,17,9696,32,620,2197,10,-109.901869319449,42.3864667675514,0
0,0,0.03194,1300,263,17,9548,27,424,2217,10,-110.223343732178,42.4017685521,0
11,4,0.04315,2222,441,17,8108,32,302,2615,10,-107.372310027361,43.4387551756106,49
14,4,0.01398,2235,356,17,8340,45,406,2850,10,-105.99793008493,39.0739875323807,44
25,31,0.08854,2672,2368,17,5574,62,240,1930,1,-121.547088220425,46.181597733173,85
22,46,0.00357,3017,625,17,6944,39,301,1943,1,-118.506385262185,44.7080648650729,93
18,51,0.09772,3694,617,17,7881,19,433,2877,1,-110.945685388541,40.6394469260155,105
0,12,0.02404,3698,1216,17,6560,51,195,1430,5,-121.24927140686,48.8248125728871,0
18,48,0.1341,3882,577,17,8968,25,536,2096,12,-110.529498910432,43.8550467904926,74
0,11,0.12884,3979,536,17,8137,33,733,2043,1,-115.323461528475,44.2704557518198,77
22,49,0.13774,4248,504,17,8479,14,267,2290,1,-111.163570893561,42.8330596707215,95
18,46,-0.00052,4383,469,17,8047,9,440,2737,1,-110.604593240476,41.0301946110978,128
24,68,0.01702,5213,789,17,6718,31,285,3126,1,-106.85017486989,36.1282329612161,152
24,56,0.06836,5483,638,17,7768,40,335,2078,1,-109.489316575129,46.7447930689198,89
24,62,0.02469,5568,672,17,7681,26,190,2261,1,-109.965145335195,45.5104835030461,109
23,61,0.01784,5766,540,17,7824,10,466,2772,1,-106.633899089132,41.0667733656419,126
19,59,0.1876,6097,1164,17,10008,16,679,825,5,-70.8649271523704,45.2225230404001,0
13,1,-0.00442,65535,978,17,5665,67,237,2899,10,-119.743087936167,38.2131120790593,7
0,5,0.1147,2261,533,18,8178,34,148,1945,8,-115.3203800197,44.2113196723536,77
0,3,0.00618,2339,444,18,8494,30,890,2073,10,-114.850013510632,44.0981195408388,0
0,4,0.01488,2504,251,18,9638,32,435,2127,10,-109.971740229987,42.6478374120021,0
0,5,0.0117,2654,404,18,8296,55,403,2848,8,-105.539199679206,39.0410257885139,12
20,6,0.05229,2831,561,18,7406,20,293,2003,1,-114.658035513943,46.1474084440811,38
21,32,0.04952,2936,333,18,8026,43,292,2179,10,-113.163003842928,45.2072283576617,3
19,26,0.07672,2982,543,18,7949,14,177,2819,10,-111.230317422159,39.3949665533752,105
16,38,0.16416,3306,519,18,8416,16,381,2269,10,-111.362203900676,43.3370986361159,57
29,48,-0.0151,3912,2110,18,6075,59,154,1473,1,-121.22950268342,47.6282297451494,326
22,58,0.09766,4128,558,18,7395,20,236,2887,8,-112.462616858933,38.3213750107566,98
24,59,0.04981,4221,454,18,7763,21,321,2069,1,-114.218605022914,45.5202144247562,147
0,49,0.08742,4257,635,18,7786,40,211,2014,8,-116.041367443246,44.0010675908173,53
17,19,0.07451,4414,552,18,7875,14,174,2877,14,-111.335905524218,39.3251388321288,186
20,57,0.0775,4448,459,18,8329,31,205,2176,1,-114.475459555862,43.675468922376,117
23,54,0.06164,4710,560,18,7443,26,330,2119,1,-112.723258443837,47.2098683530688,138
22,23,0.01007,4953,420,18,8228,36,188,2985,8,-105.979070901717,38.3739127075806,143
25,63,0.01969,5503,410,18,7853,37,347,2167,1,-112.802020060581,45.8838831210917,101
22,66,0.04867,5673,595,18,7492,38,224,2178,1,-110.816331455874,46.8558927199214,80
25,66,0.11694,5680,616,18,7411,20,179,1842,1,-114.749361997281,46.7966806564256,134
21,55,0.03329,5713,396,18,7788,37,333,2048,1,-113.07510628081,45.9156859883644,99
23,66,-0.01001,5742,528,18,7691,33,198,2169,1,-111.930447283663,46.3387477642604,11
23,59,0.01558,6052,501,18,7570,32,205,2873,6,-105.550683279903,39.4933431244937,70
23,61,0.04929,6355,948,18,7235,54,607,1562,1,-120.701346991773,48.4804718535192,255
19,60,0.02275,6448,967,18,6978,55,215,1769,1,-120.349370884813,47.2186865052771,238
0,0,0.01645,906,234,19,9706,34,885,2162,10,-109.77504525306,42.408594993625,0
15,3,0.04578,1123,273,19,8994,33,432,2248,10,-109.683819428459,42.8277443128595,3
0,1,0.10491,1166,259,19,9289,34,373,2224,10,-109.647157163245,42.6834293887063,0
0,2,0.07772,1233,339,19,8476,22,347,2194,10,-113.910005957719,44.0070304949382,2
0,2,0.05718,1239,547,19,7300,21,197,2955,10,-115.484028290706,40.4781752819464,59
21,8,-0.0027,1594,642,19,5453,64,388,3102,7,-118.832433705765,37.1332854674577,175
0,2,0.04817,1772,362,19,7555,31,356,2419,10,-109.625340314123,43.6368806225276,0
16,3,0.07688,1812,521,19,9062,23,648,2078,10,-111.687328823649,44.673197112819,0
0,3,0.05275,1857,352,19,8479,38,277,2140,10,-112.720092586769,44.6628049752003,0
0,3,0.00094,1905,347,19,8641,34,624,2243,10,-112.710095449983,44.4601153603915,0
16,4,0.05409,2345,415,19,8149,9,251,2787,10,-109.908713414515,40.9744337069823,49
25,40,-0.09209,2376,1752,19,5527,65,209,2165,1,-122.218745872872,43.1604869751965,80
18,17,0.01254,2593,539,19,8146,7,217,2668,14,-107.109165721417,40.6345495604116,173
19,11,-0.03657,2872,546,19,8024,8,261,2803,10,-106.759466668861,40.8471193951361,80
18,11,0.09939,3220,564,19,8992,24,427,2065,12,-110.519518550102,43.830427430947,16
0,30,0.10974,4348,662,19,7497,21,229,2007,1,-113.165398332525,47.9280753274705,123
20,44,0.0242,4439,407,19,8212,17,501,2689,12,-107.304735510753,39.2828114559027,157
31,66,-0.03375,4538,827,19,7288,48,228,1626,1,-120.760121208632,48.8128537652564,297
0,56,0.08812,4775,532,19,8212,34,258,1858,1,-115.324684462222,44.1118409857256,83
21,38,0.02255,4991,645,19,8091,22,308,2062,14,-110.857828719035,45.3653674626629,82
24,70,0.05198,5456,771,19,6716,32,385,3115,1,-106.803806143292,36.0794410688004,179
33,73,0.09402,5746,759,19,7349,28,362,1916,1,-115.598214326512,45.6673535732994,164
28,69,0.04937,5805,766,19,7132,27,201,1826,1,-115.990694740138,45.6493304071161,154
25,68,0.07193,5810,591,19,7544,35,363,2143,1,-110.781113713431,46.5160298787813,12
19,67,0.14063,5844,1173,19,9958,15,265,809,5,-70.6589417468706,45.1149671926939,0
23,65,0.04457,5879,800,19,7700,27,306,1618,1,-115.339873795666,48.860047376595,111
23,68,0.01577,5899,736,19,7740,20,196,1704,1,-114.657028693572,48.9980717522102,78
0,3,0.06375,1183,467,20,6878,19,245,2879,7,-116.956654888109,39.7116349357627,103
0,0,0.02717,1237,296,20,9073,18,514,2298,10,-110.461912510502,41.9619144124671,0
10,2,0.04373,1937,410,20,8005,47,538,2808,10,-105.634123896853,39.2564431287507,116
0,11,0.00161,1973,343,20,8423,49,574,2794,10,-105.984665383811,38.8281002759111,64
0,5,-0.00022,2801,336,20,8016,36,575,2006,10,-113.592083843064,45.4645446694379,6
13,6,-0.02194,3281,496,20,8113,14,312,2609,12,-106.48169748732,40.4805017388568,0
18,29,0.01432,3496,444,20,8359,14,690,2645,10,-106.537845722788,40.0146459497465,121
19,30,0.064,4288,436,20,8122,15,261,2806,8,-107.45568260646,39.2944221146419,141
21,28,0.0451,4726,515,20,7384,20,238,1997,1,-114.376561997694,46.2776297991717,92
